student_names,phone_no.,math,physics,chemistry,grade,comment,roll_no.,school_name,student_address
David Ramirez,9265239919,68,27,18,D,Poor Pursuance,585956,Martin Luther School,"20007 Mckenzie Heights Apt. 926, New Maureen, IA 41373"
William Garcia,9890548108,100,22,68,B,Average Performance,547279,Martin Luther School,"USNS Bush, FPO AP 91554"
Jeffrey Ayers,9428233483,65,50,64,C,Below Average Achivement,549270,Martin Luther School,"93089 Olson Fields Apt. 308, North Paula, MA 69613"
Rhonda Cook,9019726939,71,34,78,B,Average Performance,535753,Martin Luther School,"9370 Melissa Avenue Suite 296, New Michaelmouth, NH 98367"
Joseph Pacheco,9446892542,58,78,41,C,Below Average Achivement,545904,Martin Luther School,"05108 Patrick Brooks, Lake Lindaville, FM 53207"
Ray Herrera,9115463305,34,34,66,D,Poor Pursuance,543829,Martin Luther School,"923 Morgan Corner, South Janet, UT 67180"
Vickie Clark,9330377562,54,90,71,B+,Good Pursuance,577277,Martin Luther School,"32401 Small Lodge, East Lindsayburgh, NM 10079"
Erica Smith,9295463682,79,90,62,B+,Good Pursuance,571625,Martin Luther School,"781 Boyd Plaza Apt. 550, Port Melinda, LA 73578"
Christine Ryan,9410758112,38,94,17,D,Poor Pursuance,568579,Martin Luther School,"47547 Black Glen, Lake Rebecca, TX 09453"
Rebecca Carey,9431367643,15,44,21,F,Failed,555185,Martin Luther School,"6103 Arthur Hill, North Lisatown, NH 65370"
Carl Johnson Jr.,9109078370,94,59,51,B,Average Performance,514250,Martin Luther School,"517 Mooney Tunnel Apt. 634, Johnhaven, SD 76819"
Ryan Sutton,9265087763,37,95,71,B,Average Performance,535688,Martin Luther School,"5396 Michael Road Apt. 897, Bradleymouth, PR 69610"
Steven Romero,9879911433,48,98,21,C,Below Average Achivement,597065,Martin Luther School,"0287 Hunter Camp Apt. 239, Lake Edward, VA 48988"
Derek Rose,9695102488,87,46,17,D,Poor Pursuance,520200,Martin Luther School,"56000 Ricardo Creek Apt. 076, Kimberlyburgh, KY 40120"
Tyler Ellis,9063085336,15,100,31,D,Poor Pursuance,500833,Martin Luther School,"079 Cory Forge, Jamesborough, VA 87216"
Anthony Jimenez,9495242213,88,81,18,B,Average Performance,501667,Martin Luther School,"31883 Jenkins Ports Suite 986, Amandatown, FM 32219"
Jeremy Powell,9948887559,51,88,69,B,Average Performance,508858,Martin Luther School,"15121 Miller Walk, Lake Sarahfort, PA 74255"
Tracy James,9571069464,30,31,43,D,Poor Pursuance,585365,Martin Luther School,"1454 Allison Estates Suite 312, East Brittany, SD 44178"
Renee Kelly,9417304300,24,82,67,C,Below Average Achivement,506862,Martin Luther School,"91850 Mcclain Ridges, Colemanside, NV 83340"
Mary Rosales,9664435851,72,13,81,C,Below Average Achivement,502687,Martin Luther School,"60650 Jackson Junction, East Kathryn, MT 19179"
Brianna Salazar,9378831988,17,57,89,C,Below Average Achivement,552469,Martin Luther School,"97523 Martha Flat Apt. 904, Hodgeston, AZ 02199"
Luke Riggs,9673070007,17,56,92,C,Below Average Achivement,582449,Martin Luther School,"80017 Francisco Flat, Lake Kyle, UT 52516"
Kimberly Henderson,9131317456,63,91,62,B+,Good Pursuance,500576,Martin Luther School,"74217 Jennifer Shoals Apt. 318, Port Rachel, AK 86986"
Kathryn Clayton,9924916062,36,22,99,C,Below Average Achivement,592653,Martin Luther School,"8208 Holden Motorway, South Jade, DC 37072"
Jennifer Williams,9283487737,53,84,39,C,Below Average Achivement,533076,Martin Luther School,"72077 Joy Station, West Bobbyborough, SD 41796"
Emily Brown,9875275074,44,41,44,D,Poor Pursuance,515810,Martin Luther School,"791 Avila Knoll Suite 895, Rogertown, MT 06528"
Lee Walker,9758328301,51,64,82,B,Average Performance,518987,Martin Luther School,"75039 Gina Vista, Mccallland, CA 16607"
Kyle Burns,9291947188,88,28,11,D,Poor Pursuance,529163,Martin Luther School,"036 Li Court Apt. 488, Mathisbury, AL 20318"
Robert Harris II,9556036846,68,16,46,D,Poor Pursuance,524702,Martin Luther School,"6407 Christine Crest, North Ericatown, MH 15413"
James Palmer,9317960869,16,86,94,B,Average Performance,526437,Martin Luther School,"2847 Ortega Fork Suite 915, South Amandabury, RI 25027"
Laura Castaneda,9178386609,96,26,47,C,Below Average Achivement,505921,Martin Luther School,"315 Morales Mount, West Morganport, OH 85913"
Dana Jones,9150139731,95,16,15,D,Poor Pursuance,561915,Martin Luther School,"500 Jose Port, Lunahaven, OK 67955"
David Fisher,9445571143,62,88,21,C,Below Average Achivement,583646,Martin Luther School,"463 Cohen Summit, Lake Jessica, MS 49695"
Joshua Douglas,9112796163,97,32,67,B,Average Performance,564901,Martin Luther School,"2151 Donna Park Apt. 916, North Robyn, KS 79236"
Justin Schaefer,9605915717,86,78,77,B+,Good Pursuance,592820,Martin Luther School,"9830 Henderson Place, Lake Jamesland, PW 61013"
Ashley Scott,9221232868,70,93,19,C,Below Average Achivement,560151,Martin Luther School,"91416 Crystal Groves Suite 132, Teresaburgh, HI 13473"
Brent Chapman,9822013835,73,50,78,B,Average Performance,538408,Martin Luther School,"53708 Patrick Stravenue Suite 250, Lake Ryanshire, NY 04420"
Lindsay Nelson,9706794678,64,73,42,C,Below Average Achivement,521429,Martin Luther School,"856 John Fort, New Sean, FM 58865"
Christopher Bryant,9848201363,100,67,67,B+,Good Pursuance,597851,Martin Luther School,"150 Brown Shore, Jonathanburgh, CT 15534"
James Russell,9837914640,83,89,45,B+,Good Pursuance,538749,Martin Luther School,"74351 Nelson Course, Port Joshualand, ME 36566"
Dawn Ramsey,9281333209,90,23,26,D,Poor Pursuance,507299,Martin Luther School,"793 Tammy Cliffs, South Brandonmouth, KS 80644"
Lindsay Caldwell,9470121350,42,44,44,D,Poor Pursuance,589887,Martin Luther School,"8072 Serrano Underpass Suite 411, New Lisatown, CT 22002"
Janice Durham,9766903853,16,61,17,F,Failed,539125,Martin Luther School,"3618 Robert Summit, New Debrafurt, MS 57180"
Cheryl Wilson,9889469805,80,54,78,B,Average Performance,556033,Martin Luther School,"USNS Santana, FPO AP 17388"
Catherine Ball,9173380123,53,16,66,D,Poor Pursuance,522831,Martin Luther School,"443 Rojas Corner Apt. 228, Warrenfort, UT 58998"
Christopher Foster,9776260796,40,53,88,C,Below Average Achivement,508361,Martin Luther School,"493 Angela Haven, Callahanmouth, GU 34851"
James Russell,9685328581,89,58,88,B+,Good Pursuance,567030,Martin Luther School,"83379 Hardy Roads, Joseberg, GU 21205"
Sharon Wilson,9451767942,96,24,92,B,Average Performance,536328,Martin Luther School,"3647 Melissa Street, North Davidside, VA 47875"
John Hoffman,9091606595,94,35,22,D,Poor Pursuance,542272,Martin Luther School,"519 James Fields, Dickersonhaven, MD 88241"
Stephanie Lloyd,9531635382,64,69,94,B+,Good Pursuance,551151,Martin Luther School,"2568 Andre Prairie, Christopherburgh, TX 39831"
Katherine Casey,9061598194,29,36,19,F,Failed,515927,Martin Luther School,"2828 Johnson Centers, Clarkview, LA 80006"
John Cook,9072332119,27,74,48,D,Poor Pursuance,590311,Martin Luther School,"586 William Oval, North Edwardfort, OK 73666"
Jonathan French,9662543037,27,61,62,D,Poor Pursuance,538011,Martin Luther School,"91899 Jennifer Port, North Robertside, AK 83700"
Javier Dorsey,9195597239,11,60,46,D,Poor Pursuance,511087,Martin Luther School,"6925 Valerie Forge, North Tammy, ND 06697"
John Lewis,9033848760,12,29,100,D,Poor Pursuance,545587,Martin Luther School,"04518 Mckenzie Corner Apt. 812, Myersland, NY 03413"
Carl Benson,9435766222,25,64,20,D,Poor Pursuance,536861,Martin Luther School,"94983 Jesus Hill Apt. 720, Lewisview, NV 14653"
Michael Klein,9650646104,51,17,90,C,Below Average Achivement,588933,Martin Luther School,"06188 Angela Stream Suite 214, Rogersfort, MN 28495"
Tracy Jones,9419640161,89,66,35,B,Average Performance,554601,Martin Luther School,"540 Philip Lock Apt. 677, Edwardsview, ID 21861"
Nicholas Cooper,9092688885,36,44,58,D,Poor Pursuance,598991,Martin Luther School,"415 Ramirez Stream, Barberport, ME 82269"
Jeffrey King DDS,9791974904,93,35,85,B+,Good Pursuance,546873,Martin Luther School,"505 Ashley Parkways, Danielshire, OH 20948"
Yvette Reyes,9425387646,19,99,86,B,Average Performance,501004,Martin Luther School,"55056 Holland Forge, New Cynthia, PR 99204"
Ryan Gardner,9521534033,26,35,55,D,Poor Pursuance,520595,Martin Luther School,"0279 Chad Estates Suite 703, East Tanya, GU 93528"
Melanie Skinner,9742119115,30,30,20,F,Failed,567765,Martin Luther School,"120 Vega Courts, South Donnashire, MO 32909"
Susan Gregory,9867945287,76,18,61,C,Below Average Achivement,552974,Martin Luther School,"672 Johnson Mall Suite 950, West Julieton, WY 27182"
Alan Roth,9495278487,44,65,88,B,Average Performance,561271,Martin Luther School,"2919 Santos Path Apt. 240, Maureenport, CT 86435"
Raymond Lynch,9435347872,84,96,88,A,Very Good Achivement,550050,Martin Luther School,"934 Ayers Wall Apt. 532, North Joshuaville, IA 26781"
Eric Stanley,9522523750,21,50,69,D,Poor Pursuance,556953,Martin Luther School,"164 Armstrong Common, New Davidton, SC 82220"
Makayla Grimes,9944071942,56,76,11,D,Poor Pursuance,532177,Martin Luther School,"66800 Valerie Trail Apt. 388, South Jessicaview, KS 98049"
Bonnie Jenkins,9543639575,81,35,88,B,Average Performance,584604,Martin Luther School,"875 Gallagher Tunnel, Huynhside, FL 70972"
Donna Taylor,9079372108,83,72,29,B,Average Performance,507061,Martin Luther School,"344 Baldwin Plaza, Lake Pamela, IA 42818"
Kevin Diaz,9794174966,81,28,74,B,Average Performance,509014,Martin Luther School,"9433 Aaron Brooks Suite 703, Katherineport, NM 43673"
Yolanda Lucas,9406326839,57,21,60,D,Poor Pursuance,531070,Martin Luther School,"896 Schroeder Prairie Apt. 557, West Christian, OK 98078"
David Davis,9994539075,57,83,52,B,Average Performance,559390,Martin Luther School,"25439 Lewis Lakes, New Emily, GA 01812"
Jeremy Henderson,9354507479,56,73,46,C,Below Average Achivement,599502,Martin Luther School,"132 Adams Stream, West Michael, NE 15850"
Karen Taylor,9116117400,59,92,96,A,Very Good Achivement,523411,Martin Luther School,"335 Carla Hill Apt. 186, Rubiofurt, UT 62310"
Andrew Knight,9459986995,90,99,90,A+,Excellent Performance,512336,Martin Luther School,"325 Julian Trafficway Suite 971, Abigailbury, GU 38790"
Tiffany Smith,9635639414,46,77,34,C,Below Average Achivement,596994,Martin Luther School,"61267 Emily Terrace Suite 892, Jonesmouth, PA 80172"
Christopher Ortiz,9035726067,58,92,14,C,Below Average Achivement,509069,Martin Luther School,"7608 Frederick Oval, Thorntonville, NE 33259"
Isaac Ferguson,9777118977,43,62,22,D,Poor Pursuance,543552,Martin Luther School,"114 Hunt Park Suite 307, Friedmanfurt, GA 17962"
Ashley Mack,9447462789,45,74,70,B,Average Performance,584945,Martin Luther School,"81022 Michael Stream, Lake Susanland, OR 19051"
Anthony Hernandez,9576087389,41,52,59,D,Poor Pursuance,598205,Martin Luther School,"319 Jerry Radial, South Destinyville, SD 36187"
Lisa Beasley,9815310260,13,69,66,D,Poor Pursuance,544199,Martin Luther School,"0278 Obrien Gateway Suite 602, Port Desiree, WY 75075"
Sierra Perez,9798519950,13,90,96,B,Average Performance,570389,Martin Luther School,"77862 Evans Flats Suite 194, South Aaron, SC 47753"
Ashley Jones,9196054032,91,10,92,B,Average Performance,563387,Martin Luther School,"2560 Robert Roads Apt. 973, Lauraview, SC 89793"
Angela Davis,9232330880,37,76,62,C,Below Average Achivement,555965,Martin Luther School,"311 Julia Dam, New Rhonda, ND 35804"
Wesley Holland,9411242400,56,89,39,B,Average Performance,596268,Martin Luther School,"9076 Mark Fork Apt. 925, New Heather, DE 84019"
Casey Anderson,9694492952,54,80,49,B,Average Performance,577169,Martin Luther School,"72152 Keith Pine Suite 609, Martinstad, GA 18844"
Alexis Howard,9924636608,87,96,79,A,Very Good Achivement,521660,Martin Luther School,"62669 Kevin Camp Apt. 756, Hendersonland, HI 82692"
Kevin Chaney,9994487246,23,84,44,D,Poor Pursuance,522432,Martin Luther School,"USNS Marshall, FPO AP 68884"
James Collins,9720709373,60,42,36,D,Poor Pursuance,559238,Martin Luther School,"039 Sharp Ridge, East Russellfort, WA 68487"
Anthony Conrad,9350411395,30,82,45,C,Below Average Achivement,527301,Martin Luther School,"0466 Mcconnell Hollow Apt. 937, West Josephchester, NM 94031"
Tiffany Knox,9498928645,84,35,43,C,Below Average Achivement,537751,Martin Luther School,"835 Cathy Corner Apt. 619, Carolbury, IL 03706"
John Padilla,9706511835,64,34,58,C,Below Average Achivement,584842,Martin Luther School,"7669 Gibbs Lakes Suite 544, Boltonfort, ND 08306"
Sean Roberts,9132236956,61,96,80,B+,Good Pursuance,527742,Martin Luther School,"5431 Suarez Shores, New Christopherhaven, CA 79860"
Alexa Zhang,9069077905,11,20,74,D,Poor Pursuance,510372,Martin Luther School,"4418 Phillips Fields, Port Adamfurt, PW 48000"
Veronica Campbell,9176426994,67,25,85,C,Below Average Achivement,566044,Martin Luther School,"094 Robert Valley Suite 603, South Crystalport, PR 18076"
Malik Johnson,9395232374,29,13,40,F,Failed,521579,Martin Luther School,"511 Katie Track Apt. 897, Lauraburgh, SD 24912"
Rachel Baker,9073146012,69,30,78,C,Below Average Achivement,520194,Martin Luther School,"97026 Monica Glens, Jeanetteberg, MD 40614"
Kevin Wagner,9639785909,77,63,35,C,Below Average Achivement,504407,Martin Luther School,"4132 Chad Summit, Jarvisside, MH 01457"
Maureen Horne,9648111375,19,98,82,B,Average Performance,540791,Martin Luther School,"21590 Stephanie River, Jacobsburgh, IL 46354"
Tammy Hopkins,9958526403,76,42,35,C,Below Average Achivement,508898,Martin Luther School,"4796 Wayne Ranch, Stevensonhaven, NH 71428"
Heather Nichols,9373896516,79,48,10,D,Poor Pursuance,578407,Martin Luther School,"76604 Becker Mall Apt. 032, Singhfurt, MO 73512"
Charles Vargas,9057278727,52,76,38,C,Below Average Achivement,503387,Martin Luther School,"88802 Adams Stravenue Apt. 835, West Megan, MP 62987"
Adam Chen,9864050637,91,21,29,D,Poor Pursuance,582022,Martin Luther School,"165 Richards Shores, Port John, GA 68673"
Jessica Benson,9629772219,15,70,78,C,Below Average Achivement,554525,Martin Luther School,"USCGC Walker, FPO AP 31170"
Phillip Conley,9032140173,54,57,57,C,Below Average Achivement,501326,Martin Luther School,"126 Jacobson Vista Apt. 105, Christianton, MP 41049"
Samantha Burton,9871906561,20,44,82,D,Poor Pursuance,599298,Martin Luther School,"960 Reilly Circle Suite 157, New Janetville, MI 16897"
Jonathan Johnson,9327859786,30,46,82,C,Below Average Achivement,570444,Martin Luther School,"38085 Hart Roads, Lake Alexisbury, MD 15741"
Steve Collins,9295257879,100,28,15,D,Poor Pursuance,561658,Martin Luther School,"245 Jerry Vista Apt. 934, Darrentown, MI 04095"
Annette Butler,9058125302,29,28,70,D,Poor Pursuance,538945,Martin Luther School,"1377 Janet Valleys, Cooperchester, NV 82289"
Jasmine Wyatt,9173431398,94,11,40,D,Poor Pursuance,598949,Martin Luther School,"Unit 9774 Box 1866, DPO AE 74988"
Angela Newman,9018010006,83,70,71,B+,Good Pursuance,571802,Martin Luther School,"6998 Nicole Square Suite 640, West Thomas, AR 26516"
Jennifer Woods,9017715951,71,25,83,C,Below Average Achivement,513725,Martin Luther School,"855 Kathryn Summit Suite 732, Melissamouth, CO 85966"
Richard Garrett,9987592646,22,47,39,D,Poor Pursuance,561890,Martin Luther School,"5379 Nichols Walk Suite 302, Johnsonchester, WV 05977"
Ashley Schneider,9880164398,73,59,63,B,Average Performance,504982,Martin Luther School,"224 Nguyen Neck Apt. 592, East Garrettchester, KS 93168"
Lisa Curtis,9770585142,73,73,30,C,Below Average Achivement,500648,Martin Luther School,"59545 James Orchard Suite 804, South Austin, NY 22817"
Lindsay Williams,9366152828,56,51,38,D,Poor Pursuance,501679,Martin Luther School,"7464 Wallace Knolls, Port Kelly, GA 80214"
Dominique Brown,9552788758,17,36,77,D,Poor Pursuance,539498,Martin Luther School,"Unit 3819 Box 4158, DPO AE 76689"
Brent Washington,9449795279,94,39,24,C,Below Average Achivement,514725,Martin Luther School,"PSC 5003, Box 8343, APO AP 72920"
Christopher Smith,9085079535,99,50,37,B,Average Performance,503539,Martin Luther School,"22728 West Summit Apt. 629, Johnsonview, VT 77012"
Greg Watts,9843858492,55,82,20,C,Below Average Achivement,579840,Martin Luther School,"1933 David Fort, East Kennethville, AS 66966"
Christopher Bell,9077174354,38,84,22,D,Poor Pursuance,588488,Martin Luther School,"02180 Hernandez Forge Apt. 352, West Allisonport, ID 56465"
Anita Decker,9108591907,10,76,79,C,Below Average Achivement,586443,Martin Luther School,"358 Stewart Canyon, Port Danashire, CT 33092"
Diane Moses,9262632321,98,35,45,C,Below Average Achivement,586975,Martin Luther School,"Unit 6186 Box 6707, DPO AP 54221"
Dominique Delgado,9232377172,21,96,80,B,Average Performance,504278,Martin Luther School,"9553 Tyler Brook, Lake Jennifer, NV 08927"
Jeremy Owen,9400438694,99,30,59,B,Average Performance,597632,Martin Luther School,"00429 Sean Station, Amberhaven, DC 28287"
Patrick Haynes,9549342568,38,45,98,C,Below Average Achivement,557210,Martin Luther School,"67811 William Passage Suite 752, East Brianberg, SC 05248"
Holly Craig,9541817389,78,51,23,D,Poor Pursuance,512676,Martin Luther School,"303 Deborah Hills Suite 230, Lyonschester, NV 53382"
Denise Wilkerson,9229792115,91,81,13,B,Average Performance,588585,Martin Luther School,"715 Kelli Mills, Jennystad, MP 91416"
Kim Foster,9890369525,75,84,27,B,Average Performance,591336,Martin Luther School,"5970 Peck Isle, North Jacob, WA 14636"
William Gomez,9329896330,75,77,51,B,Average Performance,527105,Martin Luther School,"02532 Daniel Ways Apt. 889, South Maria, SC 35202"
Steven Frazier,9647502735,14,94,75,B,Average Performance,549453,Martin Luther School,"60243 Moore Rue Suite 555, West Georgechester, HI 38513"
Andrew Smith,9062089197,64,14,60,D,Poor Pursuance,575194,Martin Luther School,"179 Myers Rue, Contrerastown, VA 56779"
Michael Caldwell,9582944269,13,38,44,F,Failed,558078,Martin Luther School,"54875 Smith Forest, North Michaelshire, MT 47931"
Christy Wright,9565065166,34,16,36,F,Failed,568263,Martin Luther School,"2638 Michael Estate, Juarezview, AK 21986"
Norman Floyd,9790542897,25,28,17,F,Failed,551852,Martin Luther School,"23842 Shaffer Court, West Jamestown, TX 29603"
Justin Love,9688894554,80,53,99,B+,Good Pursuance,588408,Martin Luther School,"898 Davis Street Suite 177, Gregoryton, MN 83353"
Jonathan Buchanan,9832218642,61,62,24,D,Poor Pursuance,550857,Martin Luther School,"14908 Amanda Turnpike, Garciachester, GU 73342"
Christopher Murphy,9020862929,32,42,53,D,Poor Pursuance,534184,Martin Luther School,"8084 Smith Mountains Suite 864, East James, VI 75844"
Carlos Gray,9813099341,68,67,20,C,Below Average Achivement,588203,Martin Luther School,"2055 Patrick Falls, Juarezland, AZ 12094"
Valerie Jackson,9182426515,60,63,87,B,Average Performance,541878,Martin Luther School,"96868 Steven Bridge Apt. 502, Lake Heather, CA 73425"
Carla Smith,9789085877,12,70,41,D,Poor Pursuance,509728,Martin Luther School,"USNV Miller, FPO AE 79095"
Melvin Moody,9772176310,56,58,19,D,Poor Pursuance,572633,Martin Luther School,"32552 Villegas Ridge, Danielland, OR 14585"
Lindsay Bennett,9328654834,78,40,78,B,Average Performance,573357,Martin Luther School,"516 Mack Skyway Apt. 563, South Mark, MN 38451"
Marcus Hampton,9450605654,87,36,69,B,Average Performance,503288,Martin Luther School,"693 Jonathan Wall Suite 106, Nicholasfurt, PW 81010"
Ashley Pratt,9347747419,41,39,58,D,Poor Pursuance,544405,Martin Luther School,"7630 Lindsay Path, New Emma, MP 78115"
Sharon Weiss,9006442606,37,64,96,B,Average Performance,556653,Martin Luther School,"742 David Wells Apt. 526, North Stevenburgh, NM 20244"
Robin Jackson,9104864869,22,25,67,D,Poor Pursuance,507640,Martin Luther School,"952 Kelly Square Suite 923, Morrismouth, IL 23202"
William Potter,9049560841,24,55,94,C,Below Average Achivement,585308,Martin Luther School,"Unit 9460 Box 8615, DPO AP 31539"
Jordan Harrington,9060998822,51,69,32,D,Poor Pursuance,544203,Martin Luther School,"739 Hill Roads, East Kaylaborough, AS 69606"
Mary Harrison,9328360821,34,21,82,D,Poor Pursuance,509768,Martin Luther School,"6498 Kelly Orchard, Johntown, LA 14421"
Nicolas Lewis,9045177827,77,10,92,C,Below Average Achivement,541007,Martin Luther School,"PSC 4580, Box 7407, APO AE 22177"
Jacob Jones,9889013934,83,18,21,D,Poor Pursuance,593648,Martin Luther School,"22900 Timothy Manor Apt. 995, East Morgan, AZ 81461"
Elizabeth Trujillo,9683598782,80,86,64,B+,Good Pursuance,595585,Martin Luther School,"8889 Andrew Springs, Alyssaburgh, SD 86779"
Sarah Barnes,9117445423,63,11,87,C,Below Average Achivement,515001,Martin Luther School,"6480 Morris Cliff, Port Johnchester, IL 16749"
Luis Andrews,9097555887,79,70,75,B+,Good Pursuance,569960,Martin Luther School,"563 Katherine Mill, Huangmouth, MA 33838"
Kenneth Hawkins,9297325319,70,46,59,C,Below Average Achivement,584502,Martin Luther School,"78747 Sara Circles Apt. 541, East Lukefort, NY 07044"
Ms. Ruth Lewis,9008857604,86,91,27,B,Average Performance,551874,Martin Luther School,"67282 Robin Route, Ryanborough, MP 64041"
Kristin Chavez,9016343112,24,48,20,F,Failed,594653,Martin Luther School,"406 Lee Skyway, Port Lisaside, MD 37096"
Christine Gilbert,9248408661,63,46,52,C,Below Average Achivement,522745,Martin Luther School,"130 John Extension Apt. 266, Alanmouth, NE 51810"
Heather Roman,9976322286,13,48,47,D,Poor Pursuance,541615,Martin Luther School,"7145 Justin Rapid, Sullivanton, NV 34006"
Ryan Ortiz,9249496106,38,92,68,B,Average Performance,540789,Martin Luther School,"69847 Greene Road, East Mark, NV 20471"
Troy Ferguson,9802669295,91,44,38,C,Below Average Achivement,570162,Martin Luther School,"1395 Valerie Greens Apt. 019, Johnsonhaven, IN 53232"
Sarah Williams,9520947546,89,82,60,B+,Good Pursuance,515571,Martin Luther School,"69860 Bernard Center Suite 931, Lake Brandon, ID 09630"
Joshua Miller,9949702207,70,82,20,C,Below Average Achivement,535939,Martin Luther School,"4302 Barker Oval, Sarahland, AZ 23448"
Benjamin Cummings,9655618081,22,56,91,C,Below Average Achivement,593790,Martin Luther School,"2484 Jessica Forest Apt. 326, Brooketown, NE 08738"
Latasha Anderson,9762373409,78,42,15,D,Poor Pursuance,514675,Martin Luther School,"074 Terri Rapids, Nicolestad, MT 92389"
Allison Anderson,9449743713,86,58,100,A,Very Good Achivement,515266,Martin Luther School,"Unit 6285 Box 7766, DPO AP 44224"
Megan Baker,9213393558,83,70,68,B+,Good Pursuance,590815,Martin Luther School,"899 Matthews Trail, Smithview, KS 01323"
Michael Williams,9186084187,75,87,17,C,Below Average Achivement,525271,Martin Luther School,"226 Rhodes Lake Suite 418, Nicholeshire, AS 12356"
Jason Hood,9398910638,12,73,91,C,Below Average Achivement,577167,Martin Luther School,"06095 Paige Drives Apt. 803, Ortegabury, MS 67169"
Adrian Nash,9636174311,73,43,100,B+,Good Pursuance,543959,Martin Luther School,"4764 Robinson Knoll Apt. 659, East Williamland, TX 80284"
Carrie Johnson,9392944902,49,100,52,B,Average Performance,589686,Martin Luther School,"USCGC Mitchell, FPO AE 98333"
Stephanie Frederick,9549955518,88,74,75,B+,Good Pursuance,590936,Martin Luther School,"16837 Caitlin Loop, Toddburgh, UT 35833"
Stephen Webb,9929076609,93,82,15,B,Average Performance,536864,Martin Luther School,"27951 Mathis Track Apt. 435, Port Joseph, SD 52680"
Haley Jimenez,9498896975,65,35,43,D,Poor Pursuance,555745,Martin Luther School,"530 Mcdonald Village, Lake Anthony, PW 48650"
Teresa Holmes,9837121393,59,11,58,D,Poor Pursuance,544326,Martin Luther School,"131 Weaver Islands Apt. 500, Elizabethborough, ID 52546"
Clinton Long,9613870758,82,24,60,C,Below Average Achivement,542399,Martin Luther School,"8571 Davies Hills Apt. 984, Careyburgh, MS 91190"
Jorge Miller,9365452815,20,62,15,F,Failed,564985,Martin Luther School,"1939 Neal Stravenue Suite 918, West Brandon, KY 77286"
Nathan Burton,9140427788,29,68,59,C,Below Average Achivement,556165,Martin Luther School,"470 Maldonado Pine Apt. 350, Jaredtown, NC 31772"
Heather Wilson,9269004794,59,19,52,D,Poor Pursuance,535940,Martin Luther School,"33702 Daniel Junction, Victoriatown, KY 58289"
Robert Dennis,9168011980,41,54,39,D,Poor Pursuance,559260,Martin Luther School,"5201 Denise Parkways, Jasonmouth, HI 57635"
Jennifer Weiss,9564674701,56,78,49,B,Average Performance,576701,Martin Luther School,"PSC 6686, Box 5309, APO AA 86376"
Alex Murphy,9496845678,50,58,11,D,Poor Pursuance,507698,Martin Luther School,"0545 Gilbert Manor Suite 497, North Davidfurt, NE 47841"
Ms. Jennifer Jones,9910976175,67,84,14,C,Below Average Achivement,545115,Martin Luther School,"34083 Sandoval Loop Suite 625, East Elizabethstad, SC 41045"
Stacie Lee,9492834031,67,90,81,B+,Good Pursuance,595047,Martin Luther School,"2928 Carter Coves, New Parkermouth, TX 45358"
Wendy Rose,9183432383,59,69,49,C,Below Average Achivement,557923,Martin Luther School,"117 Darlene Hill, Codyport, MD 54924"
Joseph Clark,9722224128,95,48,40,B,Average Performance,550142,Martin Luther School,"921 Richards Lodge, Lake Elizabeth, ID 03262"
Zachary Davis,9123989745,10,82,31,D,Poor Pursuance,534932,Martin Luther School,"6175 Ward Road Apt. 720, Patrickhaven, MA 61256"
Daniel Stephenson PhD,9160644904,14,55,58,D,Poor Pursuance,512074,Martin Luther School,"702 Robinson Curve, East Jameshaven, ND 76459"
Patrick Hodge,9907054390,55,50,87,B,Average Performance,570585,Martin Luther School,"766 Bates Ports Suite 989, Daltonmouth, FM 43305"
Steven Pierce,9348990272,59,27,82,C,Below Average Achivement,541095,Martin Luther School,"2879 Stephanie Rapids, Sandersview, DC 21040"
Tamara Carroll,9796440164,78,54,50,C,Below Average Achivement,519521,Martin Luther School,"023 April Prairie Apt. 572, Keithfurt, NV 03783"
Ryan Sanders,9297219976,79,27,12,D,Poor Pursuance,570286,Martin Luther School,"8172 Macdonald Centers, Joelfurt, VI 88400"
Russell Lee,9545160277,99,17,59,C,Below Average Achivement,525753,Martin Luther School,"6409 Ward Port Apt. 126, East Beth, NM 86609"
Morgan Anderson,9882632873,39,56,30,D,Poor Pursuance,593001,Martin Luther School,"6454 Michael Stravenue, Harrisport, AZ 07560"
Joshua Fuentes,9397493483,61,45,83,B,Average Performance,553048,Martin Luther School,"257 Michael Square Suite 964, Lake Carl, NY 29468"
Heidi White,9903160813,27,30,100,C,Below Average Achivement,514249,Martin Luther School,"568 Lynch Manor, West Tonytown, AS 25562"
Michael Carlson,9830686373,21,64,62,D,Poor Pursuance,554772,Martin Luther School,"446 Gonzalez Loop Apt. 282, West Justin, MS 58591"
Matthew Carter,9671918033,23,44,74,D,Poor Pursuance,513073,Martin Luther School,"360 Joshua Route Suite 496, South Jasonberg, MA 47062"
Kimberly Robinson,9674213578,48,25,23,F,Failed,525334,Martin Luther School,"140 Amy Ville, Lake Michaelchester, NJ 27631"
Lisa Swanson,9922124584,97,96,98,A+,Excellent Performance,594544,Martin Luther School,"094 Robin Stravenue Suite 981, Sandraside, IL 16962"
Cynthia Garcia,9531599959,11,30,11,F,Failed,556866,Martin Luther School,"73482 Susan Fall Apt. 141, Stephanieborough, NM 09634"
Brian Clark,9583230067,75,32,14,D,Poor Pursuance,591313,Martin Luther School,"218 Rhonda Loop Apt. 525, New Charles, MO 15736"
