student_id,full_name,date_of_birth,grade_level,emergency_contact,age,attendance_rate,hw_done_rate,avg_score,stress_level_x,anxiety_score_x,depression_score_x,sentiment_score_x,sleep_hours_x,msg_count,last_contact,stress_level_y,anxiety_score_y,depression_score_y,sentiment_score_y,sleep_hours_y
S11381,Brenda Lawrence,2016-12-19,Grade 5,6138629735,8.0,0.0,1.0,76.0,,,,,,,,,,,,
S11382,Scott Diaz,2014-09-08,Grade 3,(669)844-1997x123,11.0,0.0,1.0,82.0,,,,,,,,,,,,
S11383,John Leon,2012-07-27,Grade 5,505-896-1572x35450,13.0,0.0,0.0,41.0,,,,,,,,,,,,
S11384,Danielle Wells,2006-08-23,Grade 5,(907)874-5604x42407,19.0,1.0,0.0,62.0,,,,,,,,,,,,
S11385,Lisa Vazquez,,Grade 1,580.315.1268,13.0,0.0,1.0,49.0,,,,,,,,,,,,
S11386,Cheryl Harris,2011-07-15,Grade 1,810.636.6508,14.0,0.0,1.0,70.0,,,,,,,,,,,,
S11387,Frances Howard,2013-06-25,Grade 5,709-513-7612x97775,12.0,0.0,1.0,81.0,,,,,,,,,,,,
S11388,Claudia Young,2013-07-19,Grade 4,001-390-948-6926,12.0,1.0,0.0,70.0,,,,,,,,,,,,
S11389,Elizabeth Brown,2016-03-25,Grade 3,001-400-917-0691x034,9.0,1.0,0.0,56.0,,,,,,,,,,,,
S11390,Shawn Edwards,2016-05-14,Grade 3,+1-418-822-9398,9.0,0.0,1.0,82.0,,,,,,,,,,,,
S11391,Debra Johnson,2006-10-26,Grade 4,(696)515-1931,19.0,0.0,1.0,50.0,,,,,,,,,,,,
S11392,Nicole Glass,2014-05-15,Grade 1,+1-955-766-5674x4316,11.0,1.0,0.0,75.0,,,,,,,,,,,,
S11393,Rachel Patton,,Grade 2,653-768-2030x94280,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S11394,Scott Gordon,2019-01-23,Grade 4,430-475-5734,6.0,0.0,1.0,43.0,,,,,,,,,,,,
S11395,Patricia Oneal,2009-04-20,Grade 5,(971)923-9863x700,16.0,1.0,0.0,54.0,,,,,,,,,,,,
S11396,Wendy Barr,2017-10-09,Grade 2,821-651-2175x85024,8.0,0.0,1.0,88.0,,,,,,,,,,,,
S11397,Andrew Ortiz,2018-01-08,Grade 3,unknown,7.0,0.0,0.0,82.0,,,,,,,,,,,,
S11398,Shane Holland,2015-03-20,Grade 4,001-775-810-1916x69971,10.0,1.0,0.0,87.0,,,,,,,,,,,,
S11399,jason riley,2017-04-10,Grade 2,unknown,8.0,0.0,1.0,83.0,,,,,,,,,,,,
S11400,Dr. Donald Walker,,Grade 3,+1-544-652-2023x4568,13.0,1.0,0.0,99.0,,,,,,,,,,,,
S11401,Connie Mccarty,2013-04-13,Grade 3,(806)653-1795,12.0,0.0,1.0,75.0,,,,,,,,,,,,
S11402,Alex Adams,2012-06-23,Grade 1,(997)776-3454x9039,13.0,0.0,0.0,90.0,,,,,,,,,,,,
S11403,Kelly Ellis,2018-10-24,Grade 1,001-911-309-1704x9713,7.0,0.0,1.0,77.0,,,,,,,,,,,,
S11404,Robyn Lopez,2015-09-08,Grade 3,(942)412-3069,10.0,1.0,1.0,70.0,,,,,,,,,,,,
S11405,Wanda Pierce,2013-01-27,Grade 1,929-622-3848x900,12.0,0.0,0.0,73.0,,,,,,,,,,,,
S11406,Gregory Schultz,2008-04-27,Grade 4,814-847-8721x281,17.0,1.0,1.0,70.0,,,,,,,,,,,,
S11407,April Ross,2007-03-10,Grade 4,(443)689-7134x27182,18.0,0.0,0.0,65.0,,,,,,,,,,,,
S11408,nancy dickerson,2015-10-28,Grade 5,001-814-707-6326x122,10.0,1.0,0.0,59.0,,,,,,,,,,,,
S11409,Michael Richardson,2017-07-27,Grade 5,(840)219-5891x4255,8.0,0.0,0.0,51.0,,,,,,,,,,,,
S11410,michael wood,2018-05-04,Grade 3,936.780.2193x83043,7.0,0.0,1.0,74.0,,,,,,,,,,,,
S11411,Daniel Vang,2013-04-09,Grade 4,+1-815-908-7356x58514,12.0,0.0,0.0,56.0,,,,,,,,,,,,
S11412,David King,2015-09-19,Grade 4,508-702-1209x63588,10.0,0.0,1.0,64.0,,,,,,,,,,,,
S11413,Alec Berger DDS,2011-10-15,Grade 2,753.541.9614x699,14.0,0.0,0.0,54.0,,,,,,,,,,,,
S11414,Vanessa Davis,2007-06-04,Grade 2,859-349-6843x7604,18.0,0.0,0.0,47.0,,,,,,,,,,,,
S11415,Madeline Liu,2015-04-17,Grade 3,(415)409-4536x58606,10.0,0.0,0.0,52.0,,,,,,,,,,,,
S11416,William Caldwell,2006-08-30,Grade 5,(973)635-0826,19.0,0.0,0.0,70.0,,,,,,,,,,,,
S11417,anthony chavez,2006-04-10,Grade 5,(977)768-1374,19.0,1.0,1.0,46.0,,,,,,,,,,,,
S11418,David Hale,2011-03-30,Grade 4,(865)800-1895x7876,14.0,0.0,1.0,70.0,,,,,,,,,,,,
S11419,Anna Gill,2009-03-07,Grade 5,+1-497-382-5217x23812,16.0,0.0,1.0,84.0,,,,,,,,,,,,
S11420,jonathan carter,2017-07-13,Grade 5,001-399-303-8094,8.0,0.0,1.0,76.0,,,,,,,,,,,,
S11421,Brenda Lowery,2007-05-23,Grade 3,001-623-454-1431,18.0,0.0,0.0,56.0,,,,,,,,,,,,
S11422,David Singleton,2016-10-24,Grade 3,(459)709-4969x4273,9.0,0.0,1.0,80.0,,,,,,,,,,,,
S11423,Melvin Oconnor,2013-06-26,Grade 5,543.997.1921,12.0,1.0,0.0,73.0,,,,,,,,,,,,
S11424,Michael Paul,2011-11-06,Grade 1,5088160656,14.0,0.0,0.0,67.0,,,,,,,,,,,,
S11425,Michelle Hammond,2012-09-04,Grade 1,(877)498-4537x5646,13.0,1.0,1.0,89.0,,,,,,,,,,,,
S11426,Jessica Jenkins,2010-09-06,Grade 2,342.745.6340x20015,15.0,0.0,1.0,58.0,,,,,,,,,,,,
S11427,Brittany Williams,2011-08-19,Grade 4,001-662-407-0686,14.0,0.0,1.0,92.0,,,,,,,,,,,,
S11428,Cynthia Scott,2015-04-03,Grade 1,362.323.3576x44360,10.0,0.0,0.0,43.0,,,,,,,,,,,,
S11429,Donald Green,2015-12-29,Grade 4,unknown,9.0,0.0,1.0,70.0,,,,,,,,,,,,
S11430,Heidi Gould,2018-01-19,Grade 4,001-284-897-8488x25547,7.0,0.0,0.0,70.0,,,,,,,,,,,,
S11431,Lynn Martinez,,Grade 5,(406)815-9779,13.0,1.0,0.0,72.0,,,,,,,,,,,,
S11432,jeremy brown,2009-04-13,Grade 4,+1-438-340-4080,16.0,0.0,1.0,93.0,,,,,,,,,,,,
S11433,Joy Rodriguez,2015-06-19,Grade 5,+1-286-804-2345x59532,10.0,1.0,1.0,70.0,,,,,,,,,,,,
S11434,Robert Young,2012-07-27,Grade 1,428.407.5475x15505,13.0,0.0,1.0,64.0,,,,,,,,,,,,
S11435,Autumn Davis,2009-10-15,Grade 3,+1-813-381-5633x75490,16.0,0.0,0.0,100.0,,,,,,,,,,,,
S11436,Todd Price,2011-12-27,Grade 3,715-338-9394,13.0,0.0,1.0,57.0,,,,,,,,,,,,
S11437,Taylor Smith,2018-07-04,Grade 4,(766)385-4891x192,7.0,0.0,1.0,96.0,,,,,,,,,,,,
S11438,Catherine Friedman,2010-10-30,Grade 1,674-968-9439,15.0,0.0,1.0,76.0,,,,,,,,,,,,
S11439,Alice Ortiz DVM,,Grade 3,(976)842-7440x190,13.0,0.0,0.0,64.0,,,,,,,,,,,,
S11440,Robert Padilla,2009-02-04,Grade 4,001-934-953-8239x5955,16.0,1.0,0.0,44.0,,,,,,,,,,,,
S11441,Nathan Lewis,2017-12-01,Grade 2,001-670-777-5766x62003,7.0,0.0,0.0,99.0,,,,,,,,,,,,
S11442,jessica freeman,,Grade 1,754-707-4120x488,13.0,1.0,1.0,70.0,,,,,,,,,,,,
S11443,Michael Ferguson,2011-01-26,Grade 2,709.258.7363x922,14.0,0.0,1.0,72.0,,,,,,,,,,,,
S11444,Alan Mitchell,2016-06-11,Grade 5,+1-579-258-6399,9.0,0.0,1.0,94.0,,,,,,,,,,,,
S11445,Samantha Long,2007-07-01,Grade 2,7345931954,18.0,0.0,1.0,76.0,,,,,,,,,,,,
S11446,Ruth Marshall,2012-09-16,Grade 3,unknown,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S11447,Christine Martin,2016-11-14,Grade 2,001-227-244-1929,9.0,0.0,0.0,44.0,,,,,,,,,,,,
S11448,George Larsen,2009-05-17,Grade 3,(308)353-4338x30576,16.0,0.0,1.0,67.0,,,,,,,,,,,,
S11449,Justin Harrington,2007-12-31,Grade 4,(618)575-0074x47187,17.0,0.0,1.0,95.0,,,,,,,,,,,,
S11450,Donald Wise,2017-09-02,Grade 5,001-689-395-4866x813,8.0,0.0,1.0,59.0,,,,,,,,,,,,
S11451,Andrew Mora,2007-11-17,Grade 1,+1-853-741-4668,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S11452,Tracey Carr,2018-12-29,Grade 2,+1-957-395-8279,6.0,1.0,1.0,40.0,,,,,,,,,,,,
S11453,Kenneth Washington,2006-08-16,Grade 2,001-530-644-2130,19.0,1.0,0.0,70.0,,,,,,,,,,,,
S11454,Reginald Stone,2007-10-13,Grade 5,758.919.7678x2946,18.0,0.0,0.0,76.0,,,,,,,,,,,,
S11455,Christopher Black,2006-11-20,Grade 3,9287234867,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S11456,Dr. Haley Tapia,2009-02-25,Grade 4,617.667.8923x34390,16.0,0.0,0.0,63.0,,,,,,,,,,,,
S11457,Jeffrey Moore,2009-09-17,Grade 2,001-417-257-4869x029,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S11458,Melissa Miller,2014-02-27,Grade 1,(367)758-6485x38522,11.0,0.0,0.0,40.0,,,,,,,,,,,,
S11459,Jonathan Wong,2018-05-07,Grade 2,(944)360-9929x527,7.0,0.0,0.0,70.0,,,,,,,,,,,,
S11460,Craig Peterson,2011-05-16,Grade 3,495-527-7754x953,14.0,1.0,0.0,69.0,,,,,,,,,,,,
S11461,Michael Hansen,2008-11-13,Grade 2,001-835-870-5283x37056,17.0,0.0,0.0,85.0,,,,,,,,,,,,
S11462,Philip Cooper,2015-05-28,Grade 4,(812)839-4743,10.0,0.0,0.0,42.0,,,,,,,,,,,,
S11463,Sandra Davis,2007-03-11,Grade 2,unknown,18.0,0.0,1.0,53.0,,,,,,,,,,,,
S11464,tara newman,2011-04-16,Grade 3,unknown,14.0,0.0,1.0,71.0,,,,,,,,,,,,
S11465,Ray Melton,2013-03-26,Grade 1,499.587.5291,12.0,0.0,0.0,83.0,,,,,,,,,,,,
S11466,April Roberts,2012-06-24,Grade 3,(668)647-9746x5699,13.0,1.0,1.0,69.0,,,,,,,,,,,,
S11467,elizabeth evans,,Grade 5,+1-986-541-6586x54233,13.0,1.0,1.0,67.0,,,,,,,,,,,,
S11468,Angela Spencer,2018-06-13,Grade 3,+1-233-831-3918x66013,7.0,0.0,0.0,43.0,,,,,,,,,,,,
S11469,kirk phillips,2015-06-08,Grade 2,3043540426,10.0,0.0,1.0,80.0,,,,,,,,,,,,
S11470,Kelly Barnett,2014-12-13,Grade 4,797.350.6325,10.0,0.0,0.0,44.0,,,,,,,,,,,,
S11471,Kelly Gray,2013-11-28,Grade 2,(938)501-8416x6916,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S11472,Dustin Lopez PhD,,Grade 2,365-859-5972x136,13.0,0.0,1.0,99.0,,,,,,,,,,,,
S11473,Timothy Greer,2018-04-05,Grade 4,+1-787-341-1404,7.0,0.0,1.0,54.0,,,,,,,,,,,,
S11474,Rebecca Fox,2019-01-26,Grade 5,001-303-956-3878,6.0,0.0,1.0,97.0,,,,,,,,,,,,
S11475,Selena Berry,2015-07-14,Grade 2,+1-353-734-6521x222,10.0,0.0,0.0,67.0,,,,,,,,,,,,
S11476,Patricia Brown,2012-10-20,Grade 1,2808959436,13.0,0.0,0.0,41.0,,,,,,,,,,,,
S11477,Pamela Murray,2007-01-18,Grade 2,+1-332-237-0290x27343,18.0,0.0,0.0,76.0,,,,,,,,,,,,
S11478,jennifer reid,2012-08-22,Grade 1,001-277-230-8593x352,13.0,0.0,0.0,76.0,,,,,,,,,,,,
S11479,Eric Perry,2010-12-13,Grade 5,+1-662-233-2478x596,14.0,1.0,1.0,81.0,,,,,,,,,,,,
S11480,Ryan Hill,2009-06-26,Grade 5,(384)899-1188,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S11481,Yolanda Alexander,2007-05-29,Grade 1,614-672-2545x66457,18.0,0.0,0.0,89.0,,,,,,,,,,,,
S11482,Julia Romero,2014-04-19,Grade 1,001-805-511-0689x5907,11.0,1.0,1.0,52.0,,,,,,,,,,,,
S11483,Courtney Smith,2016-07-30,Grade 2,344.934.6459x80270,9.0,0.0,0.0,87.0,,,,,,,,,,,,
S11484,Andrew Morrison,2006-12-21,Grade 5,244-268-1289x82507,18.0,1.0,1.0,77.0,,,,,,,,,,,,
S11485,Catherine Ross,2013-11-11,Grade 2,001-899-926-7518x00546,12.0,0.0,0.0,45.0,,,,,,,,,,,,
S11486,Samantha Holmes,2015-11-22,Grade 5,(335)510-6091x27406,9.0,1.0,0.0,70.0,,,,,,,,,,,,
S11487,James Palmer,2013-03-25,Grade 4,(626)765-9789x2722,12.0,1.0,0.0,67.0,,,,,,,,,,,,
S11488,Laura Fisher,2010-10-16,Grade 2,unknown,15.0,0.0,0.0,91.0,,,,,,,,,,,,
S11489,Ryan Neal,2019-03-05,Grade 1,unknown,6.0,1.0,0.0,62.0,,,,,,,,,,,,
S11490,Zachary Jimenez,2012-01-20,Grade 2,001-748-992-5784,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S11491,Mrs. Michelle Griffin,2018-07-31,Grade 2,251-680-8045,7.0,0.0,1.0,51.0,,,,,,,,,,,,
S11492,Diana Hunt,2013-09-22,Grade 1,(735)663-8440x984,12.0,0.0,1.0,78.0,,,,,,,,,,,,
S11493,Belinda Miranda,2006-07-05,Grade 3,926.531.1795,19.0,0.0,1.0,80.0,,,,,,,,,,,,
S11494,jeffrey hendricks,2011-07-11,Grade 5,(963)915-7454,14.0,1.0,0.0,70.0,,,,,,,,,,,,
S11495,Kristen Carpenter,2007-09-24,Grade 1,363.571.2933x758,18.0,0.0,1.0,55.0,,,,,,,,,,,,
S11496,David Lewis,2016-12-17,Grade 5,(523)285-8888x27080,8.0,0.0,1.0,42.0,,,,,,,,,,,,
S11497,Amy Nguyen,2016-10-25,Grade 4,+1-350-335-0027x7909,9.0,1.0,0.0,85.0,,,,,,,,,,,,
S11498,William Martin,2016-04-19,Grade 3,001-373-718-5489,9.0,0.0,0.0,95.0,,,,,,,,,,,,
S11499,Mrs. Sheryl Mcintosh MD,2016-03-16,Grade 2,634.487.9259x5038,9.0,0.0,0.0,86.0,,,,,,,,,,,,
S11500,Theresa Roach,,Grade 1,(988)715-6588x9869,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S11501,Christopher Tyler,2010-06-28,Grade 5,435.344.0025,15.0,0.0,1.0,53.0,,,,,,,,,,,,
S11502,Diane Armstrong,2009-10-03,Grade 1,unknown,16.0,0.0,1.0,97.0,,,,,,,,,,,,
S11503,Jason Shaffer,2015-01-08,Grade 2,297-483-0721,10.0,0.0,0.0,73.0,,,,,,,,,,,,
S11504,James Mayo,2018-04-06,Grade 2,unknown,7.0,0.0,1.0,49.0,,,,,,,,,,,,
S11505,Samantha Lopez,2006-07-23,Grade 3,(595)327-2037x2692,19.0,0.0,1.0,72.0,,,,,,,,,,,,
S11506,Nicholas Kent,2018-02-20,Grade 5,956.563.7358x25084,7.0,0.0,0.0,96.0,,,,,,,,,,,,
S11507,Sean Rogers,,Grade 2,(257)455-7483x176,13.0,0.0,0.0,91.0,,,,,,,,,,,,
S11508,Monica Conway,2016-09-19,Grade 2,241-757-3012,9.0,1.0,0.0,79.0,,,,,,,,,,,,
S11509,Anthony Ingram,2011-02-24,Grade 4,+1-833-305-4989,14.0,1.0,1.0,73.0,,,,,,,,,,,,
S11510,Sarah Frost,2016-10-21,Grade 5,(603)305-9961,9.0,0.0,0.0,93.0,,,,,,,,,,,,
S11511,Gregory Poole,2015-01-08,Grade 5,438.732.0372,10.0,0.0,1.0,70.0,,,,,,,,,,,,
S11512,luis robles,2018-10-12,Grade 3,905.292.0740x02498,7.0,0.0,0.0,84.0,,,,,,,,,,,,
S11513,Nicholas Campos,2011-01-30,Grade 4,(401)639-4089x69927,14.0,1.0,0.0,70.0,,,,,,,,,,,,
S11514,George Mills Jr.,2012-02-13,Grade 5,547-431-9255,13.0,1.0,0.0,82.0,,,,,,,,,,,,
S11515,Audrey Ramos,,Grade 5,(706)839-3847x6595,13.0,1.0,1.0,64.0,,,,,,,,,,,,
S11516,Kimberly Rodriguez,2018-03-20,Grade 4,001-427-256-5587x6963,7.0,0.0,0.0,72.0,,,,,,,,,,,,
S11517,Deborah Wolfe,2015-04-11,Grade 2,477-433-2999x8772,10.0,0.0,0.0,98.0,,,,,,,,,,,,
S11518,Joy Lynch,2018-10-26,Grade 1,526-968-9110x185,7.0,0.0,1.0,43.0,,,,,,,,,,,,
S11519,Bonnie Dean,2017-11-01,Grade 2,4536485679,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S11520,Tracy Nguyen,2006-08-18,Grade 5,653.809.0690x921,19.0,1.0,0.0,45.0,,,,,,,,,,,,
S11521,Matthew Williams,2009-04-12,Grade 3,925-717-7076x04880,16.0,0.0,1.0,69.0,,,,,,,,,,,,
S11522,Jeff Schmidt,,Grade 5,579-427-6023x427,13.0,0.0,0.0,49.0,,,,,,,,,,,,
S11523,Holly Rice,2017-06-09,Grade 5,857.858.8924x9974,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S11524,Darrell Lopez,2017-11-25,Grade 3,919.677.8296,7.0,0.0,0.0,70.0,,,,,,,,,,,,
S11525,Stephen Davis,,Grade 3,+1-723-563-6049x7904,13.0,1.0,0.0,93.0,,,,,,,,,,,,
S11526,Amanda Davis,2011-12-09,Grade 4,3198973402,13.0,1.0,0.0,98.0,,,,,,,,,,,,
S11527,Alan Smith,2015-09-06,Grade 2,594.379.6174x5001,10.0,0.0,1.0,70.0,,,,,,,,,,,,
S11528,ruth swanson,2010-01-27,Grade 1,(336)754-8554x24055,15.0,1.0,1.0,92.0,,,,,,,,,,,,
S11529,Sharon Berg,,Grade 1,(725)499-6952x572,13.0,0.0,0.0,91.0,,,,,,,,,,,,
S11530,daniel moran,2006-07-03,Grade 5,unknown,19.0,0.0,1.0,86.0,,,,,,,,,,,,
S11531,Thomas Ramirez,2011-08-19,Grade 2,(350)736-4789,14.0,1.0,0.0,54.0,,,,,,,,,,,,
S11532,Lynn Davis,2010-12-31,Grade 3,941-354-7589,14.0,1.0,0.0,49.0,,,,,,,,,,,,
S11533,Kimberly Vaughn,2015-04-17,Grade 3,unknown,10.0,0.0,1.0,77.0,,,,,,,,,,,,
S11534,Marissa Figueroa,2013-12-16,Grade 4,unknown,11.0,0.0,0.0,57.0,,,,,,,,,,,,
S11535,Rebecca Washington,2016-04-18,Grade 1,+1-233-508-0032,9.0,0.0,1.0,56.0,,,,,,,,,,,,
S11536,Paul Arroyo,2015-05-08,Grade 3,264-720-7109,10.0,1.0,0.0,74.0,,,,,,,,,,,,
S11537,Andrea Mitchell,2015-08-29,Grade 4,642-888-1014,10.0,1.0,0.0,40.0,,,,,,,,,,,,
S11538,Nancy Cohen,2014-12-25,Grade 2,779.240.0919x82869,10.0,1.0,1.0,70.0,,,,,,,,,,,,
S11539,Connie Murray,2013-11-03,Grade 4,001-512-594-3174x8042,12.0,1.0,0.0,100.0,,,,,,,,,,,,
S11540,Elizabeth Davis,2008-11-22,Grade 1,(332)308-5725,17.0,0.0,0.0,46.0,,,,,,,,,,,,
S11541,colleen hunt,2017-05-09,Grade 4,001-814-931-7763x49900,8.0,0.0,1.0,95.0,,,,,,,,,,,,
S11542,Jane Roberts,2016-02-17,Grade 1,+1-871-619-7930x77870,9.0,0.0,1.0,80.0,,,,,,,,,,,,
S11543,Morgan Santiago,2010-04-05,Grade 4,001-402-730-7620x6703,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S11544,Jason Fitzpatrick,2014-04-02,Grade 4,(470)804-1028,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S11545,Tina Perez,,Grade 5,9916826016,13.0,0.0,1.0,71.0,,,,,,,,,,,,
S11546,April Smith,2009-10-21,Grade 1,641-501-9899x82284,16.0,1.0,1.0,55.0,,,,,,,,,,,,
S11547,courtney williams,2019-03-07,Grade 3,(233)780-8583,6.0,1.0,1.0,44.0,,,,,,,,,,,,
S11548,jennifer richards,2015-10-12,Grade 1,001-901-798-4879x876,10.0,1.0,0.0,58.0,,,,,,,,,,,,
S11549,Eric Johnson,2009-10-25,Grade 2,001-207-626-4716x6703,16.0,1.0,0.0,41.0,,,,,,,,,,,,
S11550,Betty Smith,2015-03-02,Grade 4,694-835-9513,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S11551,Candace George,2006-10-07,Grade 4,3575360911,19.0,0.0,0.0,62.0,,,,,,,,,,,,
S11552,Amber Murphy,2018-03-15,Grade 5,8697992673,7.0,0.0,0.0,67.0,,,,,,,,,,,,
S11553,Julie Thompson,2017-01-18,Grade 2,001-829-581-2087,8.0,0.0,0.0,40.0,,,,,,,,,,,,
S11554,Brian Castillo,2006-08-22,Grade 4,unknown,19.0,0.0,0.0,70.0,,,,,,,,,,,,
S11555,Matthew Stanley,2009-08-20,Grade 4,6228368617,16.0,1.0,1.0,40.0,,,,,,,,,,,,
S11556,Mary Hall,2012-10-11,Grade 4,001-855-645-7940x6312,13.0,0.0,0.0,87.0,,,,,,,,,,,,
S11557,Michelle Martin,2018-05-09,Grade 2,609-952-9443,7.0,0.0,0.0,61.0,,,,,,,,,,,,
S11558,Aaron Allen,2012-04-19,Grade 5,001-362-796-1948x7254,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S11559,John Morales,2006-06-29,Grade 3,559-421-2386x36293,19.0,0.0,0.0,75.0,,,,,,,,,,,,
S11560,Karen Johnson,2007-01-06,Grade 5,678-477-9277x10801,18.0,0.0,0.0,95.0,,,,,,,,,,,,
S11561,Dominic Meza,2018-01-06,Grade 4,+1-556-245-0052x368,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S11562,Gregory Valencia,2015-09-23,Grade 1,673.671.6362,10.0,1.0,0.0,65.0,,,,,,,,,,,,
S11563,Jacob Torres,2017-05-21,Grade 3,746.619.0733x20118,8.0,0.0,1.0,54.0,,,,,,,,,,,,
S11564,Victoria Dillon,,Grade 1,001-800-836-1410,13.0,0.0,0.0,52.0,,,,,,,,,,,,
S11565,Douglas Acosta,,Grade 1,426.904.9338x5556,13.0,1.0,0.0,50.0,,,,,,,,,,,,
S11566,Mr. Tony Martinez,2014-01-23,Grade 1,001-241-373-8274x9558,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S11567,Jacob Bennett,2008-03-15,Grade 5,unknown,17.0,1.0,0.0,41.0,,,,,,,,,,,,
S11568,Paul White,2017-09-02,Grade 3,635.267.1538,8.0,1.0,1.0,74.0,,,,,,,,,,,,
S11569,Toni Martinez,,Grade 1,702-505-5632x53919,13.0,0.0,0.0,53.0,,,,,,,,,,,,
S11570,William Murphy,2011-06-27,Grade 5,530.483.1032x4679,14.0,0.0,0.0,70.0,,,,,,,,,,,,
S11571,Patty English,,Grade 4,(797)431-2866x19642,13.0,0.0,0.0,44.0,,,,,,,,,,,,
S11572,Olivia Robinson,,Grade 4,(884)501-2902x8232,13.0,1.0,0.0,81.0,,,,,,,,,,,,
S11573,Gary Ellison,2010-09-24,Grade 2,+1-388-834-8206x35670,15.0,0.0,0.0,98.0,,,,,,,,,,,,
S11574,Belinda Smith,2007-02-07,Grade 5,999.757.5583,18.0,0.0,1.0,84.0,,,,,,,,,,,,
S11575,Terri Young,2011-04-23,Grade 3,3019473313,14.0,1.0,0.0,70.0,,,,,,,,,,,,
S11576,alan duran,2011-02-17,Grade 4,334-607-6817,14.0,1.0,0.0,60.0,,,,,,,,,,,,
S11577,Diana Brown,2011-11-16,Grade 5,+1-509-293-0951,14.0,1.0,1.0,63.0,,,,,,,,,,,,
S11578,amanda burns,2019-02-08,Grade 2,unknown,6.0,1.0,1.0,43.0,,,,,,,,,,,,
S11579,Dr. Tanya Jackson DVM,2009-04-22,Grade 5,+1-201-827-9780x296,16.0,0.0,0.0,43.0,,,,,,,,,,,,
S11580,Teresa Scott,2018-05-03,Grade 2,631-731-6295,7.0,0.0,0.0,90.0,,,,,,,,,,,,
S11581,Laura Macdonald,2012-09-14,Grade 4,001-502-351-7296x5495,13.0,0.0,0.0,89.0,,,,,,,,,,,,
S11582,Theresa Morris,2009-12-21,Grade 1,001-356-417-4213x99607,15.0,0.0,1.0,80.0,,,,,,,,,,,,
S11583,Debra King,2010-11-08,Grade 1,+1-252-511-7197x04411,15.0,1.0,1.0,78.0,,,,,,,,,,,,
S11584,Melody Smith,2008-04-02,Grade 1,(303)833-1037,17.0,0.0,0.0,54.0,,,,,,,,,,,,
S11585,Andrea Humphrey,2012-04-05,Grade 5,(315)427-3162x945,13.0,1.0,0.0,62.0,,,,,,,,,,,,
S11586,Zachary Cooley,2010-09-02,Grade 3,001-941-822-1916,15.0,0.0,1.0,72.0,,,,,,,,,,,,
S11587,Aaron Smith,2014-10-01,Grade 3,414.706.3892x7230,11.0,0.0,1.0,97.0,,,,,,,,,,,,
S11588,Amy Grimes,2006-08-28,Grade 4,001-713-215-3298x638,19.0,0.0,0.0,78.0,,,,,,,,,,,,
S11589,Roberto Vega,2018-01-05,Grade 4,(931)837-9306,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S11590,Joseph Santiago,2017-07-19,Grade 3,6664473729,8.0,0.0,0.0,44.0,,,,,,,,,,,,
S11591,Rebecca Watson PhD,2010-06-07,Grade 5,001-451-217-5437x7800,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S11592,Robert Kemp,2016-11-02,Grade 3,852-338-6674,9.0,0.0,1.0,55.0,,,,,,,,,,,,
S11593,Dustin Page,2016-05-25,Grade 4,(518)764-3827x073,9.0,1.0,1.0,74.0,,,,,,,,,,,,
S11594,Kevin Edwards,,Grade 1,931-795-9823x665,13.0,1.0,0.0,70.0,,,,,,,,,,,,
S11595,victor ryan,,Grade 3,448.422.1686,13.0,0.0,1.0,83.0,,,,,,,,,,,,
S11596,Kevin Neal,2010-05-14,Grade 1,437.840.5274x530,15.0,0.0,1.0,90.0,,,,,,,,,,,,
S11597,roger horton,2015-12-19,Grade 4,001-468-400-7558x696,9.0,0.0,0.0,43.0,,,,,,,,,,,,
S11598,Charles Chung,2013-09-21,Grade 5,2673765040,12.0,1.0,1.0,69.0,,,,,,,,,,,,
S11599,Donald Parrish,2006-08-05,Grade 5,001-846-659-5611x72806,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S11600,Deanna Clark,2009-01-22,Grade 5,+1-479-636-2679x421,16.0,0.0,1.0,56.0,,,,,,,,,,,,
S11601,Tony Pham,2013-10-03,Grade 4,+1-342-447-3138x280,12.0,1.0,0.0,59.0,,,,,,,,,,,,
S11602,Elizabeth Cole,2012-11-14,Grade 1,+1-687-514-0746x28608,13.0,0.0,1.0,95.0,,,,,,,,,,,,
S11603,Steven Gonzalez,2007-02-19,Grade 2,+1-803-310-9174x0149,18.0,1.0,0.0,92.0,,,,,,,,,,,,
S11604,Gavin Hamilton,2012-01-01,Grade 1,(382)991-3757x19789,13.0,0.0,0.0,77.0,,,,,,,,,,,,
